Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1387205,Credit card,,Transaction issue,,NY,11219,Web,5/21/2015,5/21/2015,Barclays,Closed with explanation,Yes,
1387203,Credit card,,Advertising and marketing,,MO,64117,Web,5/21/2015,5/21/2015,GE Capital Retail,Closed with monetary relief,Yes,
1386402,Credit card,,Closing/Cancelling account,,MD,20770,Web,5/21/2015,5/28/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1386218,Credit card,,Credit determination,,OH,43229,Fax,5/21/2015,5/27/2015,Citibank,Closed with explanation,Yes,Yes
1386185,Credit card,,Credit determination,,TX,75205,Web,5/21/2015,5/21/2015,BBVA Compass,Closed with non-monetary relief,Yes,Yes
1386201,Credit card,,APR or interest rate,,FL,33433,Web,5/21/2015,5/21/2015,Citibank,Closed with monetary relief,Yes,
1387511,Credit card,,Billing disputes,,CA,91710,Web,5/21/2015,5/21/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1388072,Credit card,,Credit determination,,PA,19144,Web,5/21/2015,5/21/2015,JPMorgan Chase,Closed with explanation,Yes,
1388658,Credit card,,Other,,MN,55793,Web,5/21/2015,5/28/2015,Citibank,Closed with non-monetary relief,Yes,
1388657,Credit card,,Unsolicited issuance of credit card,,WA,98019,Web,5/21/2015,6/3/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1387115,Credit card,,Delinquent account,,LA,71301,Referral,5/21/2015,5/27/2015,Bank of America,Closed with explanation,Yes,
1388076,Credit card,,Credit line increase/decrease,,CA,91502,Web,5/21/2015,5/21/2015,Capital One,Closed with explanation,Yes,
1387704,Credit card,,Billing disputes,,NY,11368,Web,5/21/2015,5/21/2015,Amex,Closed with explanation,Yes,Yes
1387803,Credit card,,Billing disputes,,CA,92879,Web,5/21/2015,5/21/2015,Discover,Closed with explanation,Yes,
1387778,Credit card,,Billing disputes,,PA,19382,Web,5/21/2015,5/21/2015,Citibank,Closed with explanation,Yes,Yes
1386955,Credit card,,Transaction issue,,CT,6460,Web,5/21/2015,5/21/2015,Capital One,Closed with monetary relief,Yes,
1387837,Credit card,,Customer service / Customer relations,,TX,78746,Phone,5/21/2015,5/22/2015,Amex,Closed with explanation,Yes,
1388079,Credit card,,Credit line increase/decrease,,TX,76013,Web,5/21/2015,5/21/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1387617,Credit card,,Rewards,,CA,93063,Web,5/21/2015,5/21/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1387713,Credit card,,Delinquent account,,NY,14221,Web,5/21/2015,5/21/2015,Barclays,Closed with explanation,Yes,
1388640,Credit card,,Unsolicited issuance of credit card,,NY,14882,Web,5/21/2015,5/28/2015,PayPal,Closed with explanation,Yes,Yes
1386891,Credit card,,Other,,KY,41051,Web,5/21/2015,5/27/2015,PayPal,Closed with explanation,Yes,Yes
1386908,Credit card,,Other,,WA,98230,Web,5/21/2015,5/21/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1386899,Credit card,,Rewards,,CA,94705,Fax,5/21/2015,5/27/2015,Amex,Closed with explanation,Yes,
1387104,Credit card,,Billing disputes,,FL,32725,Referral,5/21/2015,5/27/2015,Capital One,Closed with monetary relief,Yes,
1386980,Credit card,,Rewards,,,,Fax,5/21/2015,5/27/2015,Amex,Closed with explanation,Yes,Yes
1388038,Credit card,,Other,,IA,52601,Web,5/21/2015,5/21/2015,Capital One,Closed with explanation,Yes,
1387102,Credit card,,Billing disputes,,NY,14559,Referral,5/21/2015,5/27/2015,KeyBank NA,Closed with explanation,Yes,
1386640,Credit card,,Closing/Cancelling account,,PA,18326,Web,5/21/2015,5/27/2015,GE Capital Retail,Closed with explanation,Yes,
1386207,Credit card,,Billing disputes,,GA,30605,Web,5/21/2015,5/21/2015,Capital One,Closed with explanation,Yes,
1386624,Credit card,,Credit determination,,NY,14472,Web,5/21/2015,5/27/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1386673,Credit card,,Customer service / Customer relations,,GA,30045,Postal mail,5/21/2015,5/27/2015,JPMorgan Chase,Closed with explanation,Yes,
1386315,Credit card,,Billing disputes,,FL,33884,Web,5/21/2015,5/21/2015,Bank of America,Closed with monetary relief,Yes,
1388319,Credit card,,Billing disputes,,VA,22180,Web,5/21/2015,5/21/2015,JPMorgan Chase,Closed with explanation,Yes,
1386345,Credit card,,Late fee,,MD,20744,Web,5/21/2015,5/21/2015,Citibank,Closed with monetary relief,Yes,
1387175,Credit card,,Closing/Cancelling account,,CA,90034,Referral,5/21/2015,5/27/2015,Bank of America,Closed with explanation,Yes,
1387170,Credit card,,Unsolicited issuance of credit card,,NM,87110,Web,5/21/2015,5/27/2015,PayPal,Closed with explanation,Yes,
1386216,Credit card,,Sale of account,,CA,90016,Web,5/21/2015,5/28/2015,Bank of America,Closed with explanation,Yes,
1386211,Credit card,,Other,,TN,38101,Web,5/21/2015,5/21/2015,Capital One,Closed with explanation,Yes,
1387418,Credit card,,Other,,KS,66208,Web,5/21/2015,5/21/2015,Bank of the West,Closed with non-monetary relief,Yes,Yes
1388107,Credit card,,Credit line increase/decrease,,IL,60169,Web,5/21/2015,5/21/2015,Citibank,Closed with explanation,Yes,
1386273,Credit card,,Other fee,,MD,21001,Web,5/21/2015,5/21/2015,Citibank,Closed with monetary relief,Yes,
1388569,Credit card,,Other fee,,TX,75063,Web,5/21/2015,5/22/2015,Citibank,Closed with explanation,Yes,
1386460,Credit card,,Credit card protection / Debt protection,,WA,98661,Web,5/21/2015,5/29/2015,Suttell & Hammer P.S.,Closed with explanation,No,
1388446,Credit card,,Billing disputes,,CT,,Web,5/21/2015,5/29/2015,"Total Card, Inc.",In progress,Yes,
1386440,Credit card,,Billing disputes,,MD,20721,Web,5/20/2015,5/27/2015,Discover,Closed with explanation,Yes,
1385494,Credit card,,Transaction issue,,FL,32776,Web,5/20/2015,5/20/2015,U.S. Bancorp,Closed with explanation,Yes,Yes
1384415,Credit card,,Credit card protection / Debt protection,,CA,91367,Web,5/20/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1385426,Credit card,,Other,,CO,81403,Web,5/20/2015,5/28/2015,Discover,Closed with non-monetary relief,Yes,Yes
1385132,Credit card,,Billing disputes,,MD,20882,Web,5/20/2015,5/20/2015,Bank of America,Closed with explanation,Yes,
1385357,Credit card,,Customer service / Customer relations,,IL,60804,Web,5/20/2015,5/20/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1386578,Credit card,,Delinquent account,,GA,30328,Web,5/20/2015,5/21/2015,Bank of America,Closed with monetary relief,Yes,
1385084,Credit card,,Closing/Cancelling account,,OR,97527,Phone,5/20/2015,5/26/2015,PayPal,Closed with explanation,Yes,Yes
1384232,Credit card,,Identity theft / Fraud / Embezzlement,,CA,91225,Referral,5/20/2015,5/26/2015,Bank of America,Closed with explanation,Yes,Yes
1384673,Credit card,,Billing disputes,,OH,45014,Postal mail,5/20/2015,5/22/2015,Capital One,Closed with explanation,Yes,
1385018,Credit card,,Billing disputes,,FL,33954,Web,5/20/2015,5/20/2015,Citibank,Closed with explanation,Yes,
1384605,Credit card,,Unsolicited issuance of credit card,,MA,2169,Web,5/20/2015,5/26/2015,PayPal,Closed with monetary relief,Yes,
1385021,Credit card,,Billing disputes,,CO,80129,Referral,5/20/2015,5/26/2015,Bank of America,Closed with explanation,Yes,
1384444,Credit card,,Overlimit fee,,OH,43207,Web,5/20/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1384976,Credit card,,Closing/Cancelling account,,CA,90028,Referral,5/20/2015,5/26/2015,Amex,Closed with explanation,Yes,
1384588,Credit card,,Other,,CA,92582,Fax,5/20/2015,5/22/2015,GE Capital Retail,Closed with monetary relief,Yes,
1384973,Credit card,,Closing/Cancelling account,,PA,19083,Referral,5/20/2015,5/26/2015,M&T Bank,Closed with explanation,Yes,
1384869,Credit card,,Bankruptcy,,MO,64112,Web,5/20/2015,5/28/2015,Capital One,Closed with explanation,Yes,
1385888,Credit card,,Identity theft / Fraud / Embezzlement,,NC,28091,Web,5/20/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1384913,Credit card,,Payoff process,,CO,80439,Web,5/20/2015,5/20/2015,GE Capital Retail,Closed with explanation,Yes,
1384557,Credit card,,Billing disputes,,OH,44121,Web,5/20/2015,5/26/2015,"Colony Brands, Inc.",Closed with monetary relief,Yes,
1384582,Credit card,,Billing disputes,,SC,29708,Web,5/20/2015,5/20/2015,USAA Savings,Closed with monetary relief,Yes,
1384883,Credit card,,Identity theft / Fraud / Embezzlement,,CA,94578,Fax,5/20/2015,5/26/2015,Bank of America,Closed with explanation,Yes,
1385120,Credit card,,Billing disputes,,TX,78261,Postal mail,5/20/2015,5/26/2015,Amex,Closed with explanation,Yes,
1384865,Credit card,,Bankruptcy,,MO,64112,Web,5/20/2015,5/26/2015,Bank of America,Closed with explanation,Yes,
1384489,Credit card,,Closing/Cancelling account,,GA,30067,Web,5/20/2015,5/20/2015,Wells Fargo,Closed with explanation,Yes,
1386588,Credit card,,Transaction issue,,UT,84790,Web,5/20/2015,5/21/2015,U.S. Bancorp,Closed with explanation,Yes,
1385775,Credit card,,Delinquent account,,NC,28617,Web,5/20/2015,5/20/2015,Capital One,Closed with non-monetary relief,Yes,
1385742,Credit card,,Delinquent account,,CO,80123,Web,5/20/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1385615,Credit card,,APR or interest rate,,MD,21030,Referral,5/20/2015,5/27/2015,RBS Citizens,In progress,Yes,
1384420,Credit card,,Other,,OK,73170,Web,5/20/2015,5/20/2015,Capital One,In progress,Yes,
1384203,Credit card,,Other,,FL,33408,Web,5/20/2015,5/27/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1385517,Credit card,,Other,,NJ,7456,Referral,5/20/2015,5/26/2015,Capital One,Closed with explanation,Yes,Yes
1385420,Credit card,,Other,,NC,27249,Phone,5/20/2015,5/21/2015,Bank of America,Closed with explanation,Yes,
1385330,Credit card,,Convenience checks,,AL,35603,Web,5/20/2015,5/20/2015,Wells Fargo,Closed with explanation,Yes,Yes
1385283,Credit card,,Credit determination,,VA,24019,Web,5/20/2015,5/20/2015,Bank of America,Closed with explanation,Yes,
1385253,Credit card,,Other,,NY,11432,Postal mail,5/20/2015,5/27/2015,Citibank,Closed with explanation,Yes,
1384494,Credit card,,Other fee,,TX,78227,Web,5/20/2015,5/26/2015,First National Bank of Omaha,In progress,Yes,
1384101,Credit card,,Closing/Cancelling account,,NV,89130,Web,5/20/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1385465,Credit card,,Other,,WI,53207,Web,5/20/2015,5/21/2015,PayPal,Closed with explanation,Yes,
1385055,Credit card,,Customer service / Customer relations,,GA,31808,Web,5/20/2015,5/20/2015,USAA Savings,Closed with non-monetary relief,Yes,
1385977,Credit card,,Billing statement,,IL,60601,Web,5/20/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1384548,Credit card,,Advertising and marketing,,MO,63301,Web,5/20/2015,5/20/2015,GE Capital Retail,Closed with explanation,Yes,
1385015,Credit card,,Advertising and marketing,,CA,94566,Web,5/20/2015,5/20/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1384866,Credit card,,Bankruptcy,,MO,64112,Web,5/20/2015,5/26/2015,Fifth Third Bank,Closed with non-monetary relief,Yes,
1384934,Credit card,,Billing disputes,,CA,91791,Postal mail,5/20/2015,5/26/2015,Capital One,In progress,Yes,
1384838,Credit card,,Billing statement,,FL,32226,Web,5/20/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1385261,Credit card,,Billing disputes,,FL,32340,Postal mail,5/20/2015,5/27/2015,Capital One,Closed with explanation,Yes,
1386593,Credit card,,Delinquent account,,VA,20171,Web,5/20/2015,5/27/2015,Citibank,Closed with non-monetary relief,Yes,
1384646,Credit card,,Privacy,,NE,68865,Web,5/20/2015,5/26/2015,PayPal,Closed with explanation,Yes,Yes
1385845,Credit card,,APR or interest rate,,CA,94066,Web,5/20/2015,5/20/2015,Amex,Closed with explanation,Yes,
1384630,Credit card,,Advertising and marketing,,WI,53562,Web,5/20/2015,5/20/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,Yes
1386501,Credit card,,Other,,CA,90043,Web,5/20/2015,5/21/2015,Capital One,In progress,Yes,
1384488,Credit card,,Closing/Cancelling account,,GA,30067,Web,5/20/2015,5/20/2015,Synovus Bank,Closed with explanation,Yes,
1384882,Credit card,,Unsolicited issuance of credit card,,NY,10025,Web,5/20/2015,5/21/2015,PayPal,Closed with explanation,Yes,
1384986,Credit card,,Identity theft / Fraud / Embezzlement,,NY,13108,Referral,5/20/2015,5/26/2015,Citibank,Closed with monetary relief,Yes,
1384995,Credit card,,Identity theft / Fraud / Embezzlement,,GA,30319,Web,5/20/2015,5/20/2015,JPMorgan Chase,Closed with explanation,Yes,
1385102,Credit card,,Other,,TX,,Web,5/20/2015,5/20/2015,Discover,Closed with explanation,Yes,Yes
1385196,Credit card,,Advertising and marketing,,AZ,85750,Web,5/20/2015,5/20/2015,Citibank,Closed with explanation,Yes,
1385209,Credit card,,Billing disputes,,MN,55045,Web,5/20/2015,5/21/2015,PayPal,Closed with monetary relief,Yes,
1385275,Credit card,,Sale of account,,CO,81001,Web,5/20/2015,6/1/2015,PayPal,Closed with explanation,Yes,Yes
1386576,Credit card,,Identity theft / Fraud / Embezzlement,,MN,56560,Web,5/20/2015,5/21/2015,Capital One,Closed with explanation,Yes,
1385414,Credit card,,Delinquent account,,IA,52317,Web,5/20/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1385472,Credit card,,Credit card protection / Debt protection,,CA,94022,Web,5/20/2015,5/27/2015,Capital One,Closed with explanation,Yes,
1385456,Credit card,,Billing disputes,,TX,77484,Web,5/20/2015,5/20/2015,GE Capital Retail,Closed with monetary relief,Yes,
1385480,Credit card,,Billing disputes,,HI,96786,Web,5/20/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1385491,Credit card,,Advertising and marketing,,IL,60622,Web,5/20/2015,5/20/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1385175,Credit card,,Rewards,,CA,95616,Web,5/20/2015,5/20/2015,GE Capital Retail,Closed with monetary relief,Yes,
1385736,Credit card,,Credit card protection / Debt protection,,GA,31419,Web,5/20/2015,5/27/2015,"Frederick J. Hanna & Associates, P.C.",Closed with explanation,Yes,
1385785,Credit card,,Advertising and marketing,,CA,91786,Web,5/20/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1385854,Credit card,,Closing/Cancelling account,,PA,15213,Web,5/20/2015,5/27/2015,JPMorgan Chase,Closed with monetary relief,Yes,
1385894,Credit card,,Billing disputes,,CT,6109,Web,5/20/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1384031,Credit card,,Identity theft / Fraud / Embezzlement,,SC,29673,Web,5/20/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1384027,Credit card,,Rewards,,FL,34677,Web,5/20/2015,5/27/2015,TD Bank,Closed with explanation,Yes,
1384074,Credit card,,Identity theft / Fraud / Embezzlement,,MA,1851,Phone,5/20/2015,5/26/2015,Citibank,Closed with explanation,Yes,
1384106,Credit card,,Billing disputes,,IL,60445,Web,5/20/2015,5/20/2015,Bank of America,Closed with explanation,Yes,Yes
1384234,Credit card,,Delinquent account,,FL,33844,Web,5/20/2015,5/20/2015,Citibank,Closed with explanation,Yes,Yes
1384258,Credit card,,Other,,NY,10465,Postal mail,5/20/2015,5/26/2015,Wells Fargo,Closed with monetary relief,Yes,
1385140,Credit card,,Billing disputes,,FL,34208,Referral,5/20/2015,5/27/2015,Wells Fargo,Closed with explanation,Yes,
1388313,Credit card,,APR or interest rate,,CA,91423,Web,5/20/2015,5/21/2015,GE Capital Retail,Closed with monetary relief,Yes,
1385929,Credit card,,Application processing delay,,NC,28651,Web,5/19/2015,5/20/2015,GE Capital Retail,Closed with explanation,Yes,
1384386,Credit card,,Identity theft / Fraud / Embezzlement,,NC,28715,Web,5/19/2015,5/22/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1382933,Credit card,,Billing disputes,,CA,94121,Web,5/19/2015,5/19/2015,Citibank,Closed with explanation,Yes,Yes
1382859,Credit card,,Unsolicited issuance of credit card,,NY,10708,Web,5/19/2015,5/26/2015,PayPal,Closed with non-monetary relief,Yes,
1384278,Credit card,,Identity theft / Fraud / Embezzlement,,FL,34689,Web,5/19/2015,5/19/2015,Capital One,Closed with explanation,Yes,
1382868,Credit card,,Other,,CA,92129,Web,5/19/2015,5/19/2015,TD Bank,Closed with explanation,Yes,Yes
1382281,Credit card,,Cash advance fee,,AL,35173,Phone,5/19/2015,5/19/2015,JPMorgan Chase,Closed with explanation,Yes,
1382248,Credit card,,Other,,AL,35228,Web,5/19/2015,5/19/2015,Citibank,Closed with explanation,Yes,
1382830,Credit card,,Other,,TX,77077,Web,5/19/2015,5/19/2015,Citibank,Closed with monetary relief,Yes,
1381606,Credit card,,Billing disputes,,NY,10010,Web,5/19/2015,5/19/2015,Bank of America,Closed with explanation,Yes,Yes
1382739,Credit card,,APR or interest rate,,IL,62674,Referral,5/19/2015,5/22/2015,Bank of America,In progress,Yes,
1382666,Credit card,,Other,,OH,44139,Web,5/19/2015,5/22/2015,Capital One,Closed with explanation,Yes,
1382637,Credit card,,Rewards,,FL,33012,Phone,5/19/2015,5/19/2015,Bank of America,Closed with non-monetary relief,Yes,
1382572,Credit card,,Credit line increase/decrease,,TX,78746,Web,5/19/2015,5/19/2015,Amex,Closed with explanation,Yes,
1382509,Credit card,,Credit card protection / Debt protection,,WA,98104,Web,5/19/2015,5/19/2015,Amex,Closed with explanation,Yes,
1382478,Credit card,,Advertising and marketing,,PA,19403,Phone,5/19/2015,5/20/2015,Barclays,Closed with explanation,Yes,
1384180,Credit card,,Billing disputes,,CO,80207,Web,5/19/2015,6/1/2015,HSBC,Closed with explanation,Yes,Yes
1384160,Credit card,,Credit determination,,TX,76103,Web,5/19/2015,5/22/2015,GE Capital Retail,Closed with explanation,Yes,
1383562,Credit card,,Customer service / Customer relations,,CA,94595,Web,5/19/2015,5/19/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1384297,Credit card,,Cash advance,,IL,60471,Referral,5/19/2015,5/22/2015,Capital One,Closed with explanation,Yes,
1383993,Credit card,,Other fee,,NM,8534,Web,5/19/2015,5/22/2015,GE Capital Retail,Closed with explanation,Yes,
1383685,Credit card,,Closing/Cancelling account,,CA,93011,Postal mail,5/19/2015,5/22/2015,Wells Fargo,Closed with explanation,No,Yes
1384268,Credit card,,Other,,NY,10022,Web,5/19/2015,5/19/2015,Capital One,In progress,Yes,
1383565,Credit card,,Customer service / Customer relations,,AZ,85730,Web,5/19/2015,5/22/2015,PayPal,Closed with explanation,Yes,Yes
1383542,Credit card,,Billing disputes,,GA,30040,Web,5/19/2015,5/22/2015,PayPal,Closed with explanation,Yes,
1383205,Credit card,,Credit determination,,CA,91206,Web,5/19/2015,5/19/2015,GE Capital Retail,Closed with explanation,Yes,Yes
1383171,Credit card,,Billing disputes,,NY,11693,Web,5/19/2015,5/20/2015,USAA Savings,Closed with monetary relief,Yes,Yes
1383073,Credit card,,Billing statement,,CA,90049,Web,5/19/2015,5/21/2015,Amex,Closed with explanation,Yes,
1383009,Credit card,,Unsolicited issuance of credit card,,VA,23235,Web,5/19/2015,5/22/2015,PayPal,Closed with monetary relief,Yes,
1383010,Credit card,,APR or interest rate,,TX,77067,Web,5/19/2015,5/22/2015,Capital One,Closed with explanation,Yes,
1383000,Credit card,,Unsolicited issuance of credit card,,NY,14609,Web,5/19/2015,5/26/2015,PayPal,Closed with monetary relief,Yes,
1384318,Credit card,,APR or interest rate,,SD,57709,Phone,5/19/2015,5/20/2015,Bank of America,Closed with monetary relief,Yes,
1382917,Credit card,,Billing disputes,,OH,44612,Web,5/19/2015,5/19/2015,Citibank,Closed with monetary relief,Yes,
1381955,Credit card,,Customer service / Customer relations,,AL,36451,Web,5/19/2015,5/22/2015,Bank of America,Closed with explanation,Yes,
1384342,Credit card,,Closing/Cancelling account,,KS,66547,Web,5/19/2015,5/22/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1382889,Credit card,,Late fee,,NC,28078,Referral,5/19/2015,5/22/2015,GE Capital Retail,Closed with explanation,Yes,
1381626,Credit card,,Billing statement,,FL,33076,Web,5/19/2015,5/20/2015,Bank of America,Closed with monetary relief,Yes,Yes
1382157,Credit card,,Billing disputes,,CA,92681,Web,5/19/2015,5/19/2015,Capital One,Closed with explanation,Yes,
1384068,Credit card,,Other,,GA,30083,Web,5/19/2015,5/20/2015,Discover,Closed with non-monetary relief,Yes,
1381742,Credit card,,Closing/Cancelling account,,SC,29061,Phone,5/19/2015,5/22/2015,Capital One,Closed with explanation,Yes,
1384340,Credit card,,Delinquent account,,IL,60101,Web,5/19/2015,5/22/2015,PayPal,Closed with monetary relief,Yes,
1381654,Credit card,,Closing/Cancelling account,,GA,30097,Web,5/19/2015,5/19/2015,Citibank,Closed with explanation,Yes,Yes
1382183,Credit card,,Closing/Cancelling account,,CT,6525,Web,5/19/2015,5/26/2015,Barclays,In progress,Yes,
1382179,Credit card,,Billing statement,,TX,75230,Web,5/19/2015,5/19/2015,Wells Fargo,Closed with explanation,Yes,
1382214,Credit card,,Billing disputes,,MD,20874,Web,5/19/2015,5/19/2015,Wells Fargo,Closed with monetary relief,Yes,Yes
1382624,Credit card,,Unsolicited issuance of credit card,,CT,6901,Web,5/19/2015,5/26/2015,PayPal,Closed with monetary relief,Yes,
1384312,Credit card,,Advertising and marketing,,PA,17512,Web,5/19/2015,5/22/2015,U.S. Bancorp,Closed with explanation,Yes,
1384308,Credit card,,Credit line increase/decrease,,AZ,85048,Phone,5/19/2015,5/20/2015,Citibank,Closed with non-monetary relief,Yes,
1382001,Credit card,,Identity theft / Fraud / Embezzlement,,CO,81520,Web,5/19/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1382023,Credit card,,Closing/Cancelling account,,NV,89106,Referral,5/19/2015,5/22/2015,Capital One,Closed with explanation,Yes,
1385956,Credit card,,Customer service / Customer relations,,GA,30315,Web,5/19/2015,5/26/2015,Atlanticus Services Corporation,Closed,Yes,
1384371,Credit card,,Unsolicited issuance of credit card,,OR,97361,Web,5/19/2015,5/26/2015,PayPal,Closed with explanation,Yes,
1382841,Credit card,,APR or interest rate,,NM,87110,Web,5/19/2015,5/19/2015,JPMorgan Chase,Closed with monetary relief,Yes,Yes
1382468,Credit card,,Billing disputes,,OK,74114,Web,5/19/2015,5/19/2015,JPMorgan Chase,Closed with explanation,Yes,
1382684,Credit card,,Billing disputes,,NY,10009,Web,5/19/2015,5/19/2015,Discover,Closed with monetary relief,Yes,
1382956,Credit card,,Credit card protection / Debt protection,,GA,30047,Web,5/19/2015,5/26/2015,"Continental Finance Company, LLC",In progress,Yes,
1383089,Credit card,,Closing/Cancelling account,,MD,20721,Web,5/19/2015,5/22/2015,Bank of America,Closed with monetary relief,Yes,
1384282,Credit card,,Customer service / Customer relations,,CA,94595,Web,5/19/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1384344,Credit card,,Other,,OH,44109,Web,5/19/2015,5/20/2015,Bank of America,Closed with explanation,Yes,
1382016,Credit card,,Billing disputes,,NC,28078,Referral,5/19/2015,5/22/2015,Barclays,Closed with monetary relief,Yes,
1384360,Credit card,,Billing disputes,,HI,96743,Web,5/19/2015,5/20/2015,Bank of America,Closed with explanation,Yes,
1381945,Credit card,,Other,,CA,94117,Web,5/19/2015,5/20/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1384388,Credit card,,Identity theft / Fraud / Embezzlement,,NC,28715,Web,5/19/2015,5/22/2015,Barclays,In progress,Yes,
1384305,Credit card,,Late fee,,MI,48105,Web,5/19/2015,5/20/2015,Citibank,Closed with monetary relief,Yes,
1384356,Credit card,,APR or interest rate,,CA,92869,Web,5/19/2015,5/20/2015,Capital One,Closed with explanation,Yes,
1382166,Credit card,,Advertising and marketing,,WY,82801,Web,5/19/2015,5/19/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1379953,Credit card,,Customer service / Customer relations,,TX,78725,Web,5/18/2015,5/18/2015,Citibank,Closed with explanation,Yes,
1380068,Credit card,,Billing disputes,,DE,19945,Web,5/18/2015,5/18/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1380828,Credit card,,Identity theft / Fraud / Embezzlement,,,,Postal mail,5/18/2015,5/21/2015,Citibank,Closed with explanation,Yes,
1380112,Credit card,,Billing disputes,,NY,11375,Web,5/18/2015,5/18/2015,Citibank,Closed with monetary relief,Yes,
1381170,Credit card,,Billing statement,,OR,97045,Web,5/18/2015,5/18/2015,Amex,Closed with explanation,Yes,Yes
1380168,Credit card,,APR or interest rate,,MN,55429,Postal mail,5/18/2015,5/20/2015,GE Capital Retail,Closed with explanation,Yes,
1380472,Credit card,,Transaction issue,,GA,30040,Web,5/18/2015,5/20/2015,Bank of America,Closed with non-monetary relief,Yes,
1380418,Credit card,,Customer service / Customer relations,,MA,2145,Web,5/18/2015,5/18/2015,Citibank,Closed with explanation,Yes,
1380197,Credit card,,Balance transfer,,OH,45732,Web,5/18/2015,5/18/2015,Citibank,Closed with explanation,Yes,Yes
1380193,Credit card,,Delinquent account,,NY,13905,Web,5/18/2015,5/18/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1380346,Credit card,,Credit determination,,OH,44120,Referral,5/18/2015,5/20/2015,The Huntington National Bank,Closed with explanation,Yes,
1380347,Credit card,,APR or interest rate,,VT,5602,Referral,5/18/2015,5/20/2015,Citibank,Closed with explanation,Yes,Yes
1379946,Credit card,,Cash advance fee,,CA,94105,Web,5/18/2015,5/18/2015,JPMorgan Chase,Closed with explanation,Yes,
1380979,Credit card,,Billing disputes,,CO,80015,Web,5/18/2015,5/18/2015,Amex,Closed with monetary relief,Yes,
1379848,Credit card,,Rewards,,CA,95129,Web,5/18/2015,5/18/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1380915,Credit card,,Identity theft / Fraud / Embezzlement,,NY,10025,Referral,5/18/2015,5/19/2015,JPMorgan Chase,Closed with explanation,Yes,
1380855,Credit card,,Identity theft / Fraud / Embezzlement,,TN,75062,Web,5/18/2015,5/18/2015,Bank of America,Closed with explanation,Yes,Yes
1380856,Credit card,,Identity theft / Fraud / Embezzlement,,TX,75062,Web,5/18/2015,5/18/2015,Citibank,Closed with explanation,Yes,Yes
1380735,Credit card,,Identity theft / Fraud / Embezzlement,,CA,93004,Referral,5/18/2015,5/19/2015,Discover,Closed with explanation,Yes,
1379739,Credit card,,Application processing delay,,CA,92025,Web,5/18/2015,5/18/2015,Amex,Closed with explanation,Yes,
1379701,Credit card,,Closing/Cancelling account,,OH,43830,Web,5/18/2015,5/18/2015,Citibank,Closed with explanation,Yes,
1381645,Credit card,,Billing disputes,,DC,20011,Web,5/18/2015,5/19/2015,Bank of America,Closed with explanation,Yes,
1381958,Credit card,,Closing/Cancelling account,,NJ,7030,Web,5/18/2015,5/19/2015,Capital One,Closed with non-monetary relief,Yes,
1381378,Credit card,,Credit line increase/decrease,,GA,30047,Web,5/18/2015,5/18/2015,Bank of America,Closed with explanation,Yes,
1382136,Credit card,,Delinquent account,,IL,60090,Web,5/18/2015,5/19/2015,Citibank,Closed with monetary relief,Yes,
1381219,Credit card,,Credit determination,,NY,10302,Web,5/18/2015,5/18/2015,Capital One,Closed with explanation,Yes,
1382099,Credit card,,Rewards,,WI,53532,Web,5/18/2015,5/19/2015,U.S. Bancorp,Closed with monetary relief,Yes,
1379929,Credit card,,Billing disputes,,DC,20013,Fax,5/18/2015,5/18/2015,Amex,Closed with explanation,Yes,Yes
